model,coin,fill_model,signal_ts,level_type,level_price,direction,entry_px,entry_fill_ts,stop_px,t1_px,exit_ts,exit_px,exit_reason,r_multiple,conviction,size_tier,reasons_json
M1,BTC,neutral,2026-03-31 09:30:05,equal_lows_1h,66376.3,long,66503.6,2026-03-31 09:30:00,66283.23041671868,66764.4,2026-03-31 09:50:00,66283.2,stop,-1.1804893926685351,0.8275,full,"[{""key"": ""location"", ""weight"": 2.0, ""strength"": 0.8, ""contribution"": 0.2286}, {""key"": ""reclaim"", ""weight"": 2.0, ""strength"": 0.8184, ""contribution"": 0.2338}, {""key"": ""discount"", ""weight"": 1.2, ""strength"": 0.7908, ""contribution"": 0.1356}, {""key"": ""session"", ""weight"": 0.8, ""strength"": 0.6, ""contribution"": 0.0686}, {""key"": ""htf_bias"", ""weight"": 1.0, ""strength"": 0.6, ""contribution"": 0.0857}, {""key"": ""fuel"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""cleared"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.2}, {""key"": ""delta_flip"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""absorption"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}, {""key"": ""cohort"", ""note"": ""excluded: cohort unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}]"
M1,BTC,neutral,2026-03-31 10:00:05,4h_ob_bottom,65977.9,long,,,,,,,no_trade (no open trade found),,0.7615,full,"[{""key"": ""location"", ""weight"": 2.0, ""strength"": 1.0, ""contribution"": 0.2857}, {""key"": ""reclaim"", ""weight"": 2.0, ""strength"": 0.7218, ""contribution"": 0.2062}, {""key"": ""discount"", ""weight"": 1.2, ""strength"": 0.2687, ""contribution"": 0.0461}, {""key"": ""session"", ""weight"": 0.8, ""strength"": 0.6, ""contribution"": 0.0686}, {""key"": ""htf_bias"", ""weight"": 1.0, ""strength"": 0.6, ""contribution"": 0.0857}, {""key"": ""fuel"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""cleared"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.2}, {""key"": ""delta_flip"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""absorption"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}, {""key"": ""cohort"", ""note"": ""excluded: cohort unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}]"
M1,BTC,neutral,2026-03-31 17:30:05,equal_highs_4h,68370.925,short,67850.1,2026-03-31 18:20:00,68670.65564452218,68148.4,2026-03-31 18:20:00,67850.1,stop_be,-0.3845178473116821,0.8147,full,"[{""key"": ""location"", ""weight"": 2.0, ""strength"": 1.0, ""contribution"": 0.2857}, {""key"": ""reclaim"", ""weight"": 2.0, ""strength"": 0.6588, ""contribution"": 0.1882}, {""key"": ""discount"", ""weight"": 1.2, ""strength"": 0.6557, ""contribution"": 0.1124}, {""key"": ""session"", ""weight"": 0.8, ""strength"": 0.6, ""contribution"": 0.0686}, {""key"": ""htf_bias"", ""weight"": 1.0, ""strength"": 0.6, ""contribution"": 0.0857}, {""key"": ""fuel"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""cleared"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.2}, {""key"": ""delta_flip"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""absorption"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}, {""key"": ""cohort"", ""note"": ""excluded: cohort unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}]"
M1,BTC,neutral,2026-04-04 16:15:05,pdh,67350.0,short,67330.6,2026-04-04 16:20:00,67384.2615163007,67250.10772554897,2026-04-04 16:20:00,67384.3,stop,-1.754004200563011,0.6477,half,"[{""key"": ""location"", ""weight"": 2.0, ""strength"": 0.8, ""contribution"": 0.2286}, {""key"": ""reclaim"", ""weight"": 2.0, ""strength"": 0.5137, ""contribution"": 0.1468}, {""key"": ""discount"", ""weight"": 1.2, ""strength"": 0.8706, ""contribution"": 0.1493}, {""key"": ""session"", ""weight"": 0.8, ""strength"": 0.6, ""contribution"": 0.0686}, {""key"": ""htf_bias"", ""weight"": 1.0, ""strength"": 1.0, ""contribution"": 0.1429}, {""key"": ""fuel"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""cleared"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.2}, {""key"": ""delta_flip"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""absorption"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}, {""key"": ""cohort"", ""note"": ""excluded: cohort unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}]"
M1,BTC,neutral,2026-04-08 13:15:05,pdh,72743.4,short,72411.8,2026-04-08 13:15:00,72836.78020575856,72169.5,2026-04-08 13:20:00,72836.8,stop,-1.1027297828224987,0.7989,full,"[{""key"": ""location"", ""weight"": 2.0, ""strength"": 0.8, ""contribution"": 0.2286}, {""key"": ""reclaim"", ""weight"": 2.0, ""strength"": 0.8251, ""contribution"": 0.2357}, {""key"": ""discount"", ""weight"": 1.2, ""strength"": 0.9392, ""contribution"": 0.161}, {""key"": ""session"", ""weight"": 0.8, ""strength"": 1.0, ""contribution"": 0.1143}, {""key"": ""htf_bias"", ""weight"": 1.0, ""strength"": 0.6, ""contribution"": 0.0857}, {""key"": ""fuel"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""cleared"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.2}, {""key"": ""delta_flip"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""absorption"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}, {""key"": ""cohort"", ""note"": ""excluded: cohort unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}]"
M1,BTC,neutral,2026-04-10 19:30:05,pdh,73128.0,short,73037.2,2026-04-10 19:50:00,73261.4231391579,72700.86529126315,2026-04-10 20:15:05,73199.0,thesis_failed,-0.9173679878558527,0.5672,half,"[{""key"": ""location"", ""weight"": 2.0, ""strength"": 0.8, ""contribution"": 0.2286}, {""key"": ""reclaim"", ""weight"": 2.0, ""strength"": 1.0, ""contribution"": 0.2857}, {""key"": ""discount"", ""weight"": 1.2, ""strength"": 0.7994, ""contribution"": 0.137}, {""key"": ""session"", ""weight"": 0.8, ""strength"": 0.6, ""contribution"": 0.0686}, {""key"": ""htf_bias"", ""weight"": 1.0, ""strength"": 0.6, ""contribution"": 0.0857}, {""key"": ""fuel"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""cleared"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.2}, {""key"": ""delta_flip"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""absorption"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}, {""key"": ""cohort"", ""note"": ""excluded: cohort unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}]"
M1,BTC,neutral,2026-04-13 09:00:05,asia_low,70574.0,long,70588.0,,70493.9394677583,70711.2,2026-04-13 09:45:05,,cancelled:entry_expired_no_fvg,,0.6327,half,"[{""key"": ""location"", ""weight"": 2.0, ""strength"": 0.6, ""contribution"": 0.1714}, {""key"": ""reclaim"", ""weight"": 2.0, ""strength"": 0.4551, ""contribution"": 0.13}, {""key"": ""discount"", ""weight"": 1.2, ""strength"": 0.8874, ""contribution"": 0.1521}, {""key"": ""session"", ""weight"": 0.8, ""strength"": 1.0, ""contribution"": 0.1143}, {""key"": ""htf_bias"", ""weight"": 1.0, ""strength"": 0.6, ""contribution"": 0.0857}, {""key"": ""fuel"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""cleared"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.2}, {""key"": ""delta_flip"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""absorption"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}, {""key"": ""cohort"", ""note"": ""excluded: cohort unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}]"
M1,BTC,neutral,2026-04-14 07:15:05,pdh,74870.0,short,74647.8,2026-04-14 07:15:00,74928.90575776882,74583.1,2026-04-14 07:35:00,74647.8,stop_be,-0.03538547939733635,0.6436,half,"[{""key"": ""location"", ""weight"": 2.0, ""strength"": 0.8, ""contribution"": 0.2286}, {""key"": ""reclaim"", ""weight"": 2.0, ""strength"": 0.2594, ""contribution"": 0.0741}, {""key"": ""discount"", ""weight"": 1.2, ""strength"": 0.9461, ""contribution"": 0.1622}, {""key"": ""session"", ""weight"": 0.8, ""strength"": 1.0, ""contribution"": 0.1143}, {""key"": ""htf_bias"", ""weight"": 1.0, ""strength"": 0.6, ""contribution"": 0.0857}, {""key"": ""fuel"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""cleared"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.2}, {""key"": ""delta_flip"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""absorption"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}, {""key"": ""cohort"", ""note"": ""excluded: cohort unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}]"
M1,BTC,neutral,2026-04-16 19:45:05,equal_highs_1h,75236.35,short,75105.1,2026-04-16 19:45:00,75330.06606157073,74776.3,2026-04-16 19:50:00,75330.1,stop,-1.20117837789469,0.6359,half,"[{""key"": ""location"", ""weight"": 2.0, ""strength"": 1.0, ""contribution"": 0.2857}, {""key"": ""reclaim"", ""weight"": 2.0, ""strength"": 0.5313, ""contribution"": 0.1518}, {""key"": ""discount"", ""weight"": 1.2, ""strength"": 0.7628, ""contribution"": 0.1308}, {""key"": ""session"", ""weight"": 0.8, ""strength"": 0.6, ""contribution"": 0.0686}, {""key"": ""htf_bias"", ""weight"": 1.0, ""strength"": 0.6, ""contribution"": 0.0857}, {""key"": ""fuel"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""cleared"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.2}, {""key"": ""delta_flip"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""absorption"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}, {""key"": ""cohort"", ""note"": ""excluded: cohort unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}]"
M1,BTC,neutral,2026-04-20 14:30:05,london_high,75633.0,short,75365.5,2026-04-20 14:30:00,75782.09849456017,74860.0,2026-04-20 15:20:00,75365.5,stop_be,0.3985969516652148,0.6251,half,"[{""key"": ""location"", ""weight"": 2.0, ""strength"": 0.6, ""contribution"": 0.1714}, {""key"": ""reclaim"", ""weight"": 2.0, ""strength"": 0.6771, ""contribution"": 0.1934}, {""key"": ""discount"", ""weight"": 1.2, ""strength"": 0.4717, ""contribution"": 0.0809}, {""key"": ""session"", ""weight"": 0.8, ""strength"": 1.0, ""contribution"": 0.1143}, {""key"": ""htf_bias"", ""weight"": 1.0, ""strength"": 0.6, ""contribution"": 0.0857}, {""key"": ""fuel"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""cleared"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.2}, {""key"": ""delta_flip"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""absorption"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}, {""key"": ""cohort"", ""note"": ""excluded: cohort unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}]"
M1,BTC,neutral,2026-04-20 18:30:05,pdh,76200.0,short,76159.2,2026-04-20 18:35:00,76332.01419580882,75900.10370628677,2026-04-20 18:50:00,76332.0,stop,-1.2651538067637245,0.835,full,"[{""key"": ""location"", ""weight"": 2.0, ""strength"": 0.8, ""contribution"": 0.2286}, {""key"": ""reclaim"", ""weight"": 2.0, ""strength"": 0.7805, ""contribution"": 0.223}, {""key"": ""discount"", ""weight"": 1.2, ""strength"": 0.8936, ""contribution"": 0.1532}, {""key"": ""session"", ""weight"": 0.8, ""strength"": 0.6, ""contribution"": 0.0686}, {""key"": ""htf_bias"", ""weight"": 1.0, ""strength"": 0.6, ""contribution"": 0.0857}, {""key"": ""fuel"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""cleared"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.2}, {""key"": ""delta_flip"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""absorption"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}, {""key"": ""cohort"", ""note"": ""excluded: cohort unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}]"
M1,BTC,neutral,2026-04-21 07:30:05,equal_highs_1h,76216.15,short,76081.8,2026-04-21 07:30:00,76303.57684418895,75790.1,2026-04-21 08:20:00,76303.6,stop,-1.2063878489137452,0.8942,full,"[{""key"": ""location"", ""weight"": 2.0, ""strength"": 1.0, ""contribution"": 0.2857}, {""key"": ""reclaim"", ""weight"": 2.0, ""strength"": 0.4652, ""contribution"": 0.1329}, {""key"": ""discount"", ""weight"": 1.2, ""strength"": 0.9521, ""contribution"": 0.1632}, {""key"": ""session"", ""weight"": 0.8, ""strength"": 1.0, ""contribution"": 0.1143}, {""key"": ""htf_bias"", ""weight"": 1.0, ""strength"": 0.3, ""contribution"": 0.0429}, {""key"": ""fuel"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""cleared"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.2}, {""key"": ""delta_flip"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""absorption"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}, {""key"": ""cohort"", ""note"": ""excluded: cohort unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}]"
M1,BTC,neutral,2026-04-24 09:15:05,equal_lows_1h,77406.1,long,77564.9,2026-04-24 09:15:00,77325.60287522862,77923.72068715708,2026-04-24 13:15:00,78315.8,time_stop,2.326518453057651,0.601,half,"[{""key"": ""location"", ""weight"": 2.0, ""strength"": 1.0, ""contribution"": 0.2857}, {""key"": ""reclaim"", ""weight"": 2.0, ""strength"": 0.5953, ""contribution"": 0.1701}, {""key"": ""discount"", ""weight"": 1.2, ""strength"": 0.0919, ""contribution"": 0.0158}, {""key"": ""session"", ""weight"": 0.8, ""strength"": 0.6, ""contribution"": 0.0686}, {""key"": ""htf_bias"", ""weight"": 1.0, ""strength"": 1.0, ""contribution"": 0.1429}, {""key"": ""fuel"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""cleared"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.2}, {""key"": ""delta_flip"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""absorption"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}, {""key"": ""cohort"", ""note"": ""excluded: cohort unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}]"
M1,BTC,neutral,2026-04-27 15:15:05,pdl,77280.0,long,77509.1,2026-04-27 15:15:00,77186.34959658307,77949.9,2026-04-27 15:20:00,77186.4,stop,-1.1433078803291785,0.9834,full,"[{""key"": ""location"", ""weight"": 2.0, ""strength"": 1.0, ""contribution"": 0.2857}, {""key"": ""reclaim"", ""weight"": 2.0, ""strength"": 0.9097, ""contribution"": 0.2599}, {""key"": ""discount"", ""weight"": 1.2, ""strength"": 0.7986, ""contribution"": 0.1369}, {""key"": ""session"", ""weight"": 0.8, ""strength"": 0.6, ""contribution"": 0.0686}, {""key"": ""htf_bias"", ""weight"": 1.0, ""strength"": 1.0, ""contribution"": 0.1429}, {""key"": ""fuel"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""cleared"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.2}, {""key"": ""delta_flip"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""absorption"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}, {""key"": ""cohort"", ""note"": ""excluded: cohort unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}]"
M1,BTC,neutral,2026-04-29 18:15:05,4h_ob_bottom,74988.6,long,75544.0,2026-04-29 18:15:00,74817.33687864702,75635.6,2026-04-29 20:14:59,75544.0,stop_be,0.0005138336995926362,0.7566,full,"[{""key"": ""location"", ""weight"": 2.0, ""strength"": 1.0, ""contribution"": 0.2857}, {""key"": ""reclaim"", ""weight"": 2.0, ""strength"": 0.8351, ""contribution"": 0.2386}, {""key"": ""discount"", ""weight"": 1.2, ""strength"": 0.7238, ""contribution"": 0.1241}, {""key"": ""session"", ""weight"": 0.8, ""strength"": 0.6, ""contribution"": 0.0686}, {""key"": ""htf_bias"", ""weight"": 1.0, ""strength"": 1.0, ""contribution"": 0.1429}, {""key"": ""fuel"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""cleared"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.2}, {""key"": ""delta_flip"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""absorption"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}, {""key"": ""cohort"", ""note"": ""excluded: cohort unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}]"
M1,BTC,neutral,2026-05-01 08:30:05,equal_highs_1h,77434.43333333333,short,77336.4,2026-05-01 08:30:00,77504.14690043306,77084.7796493504,2026-05-01 11:00:05,77268.9,dead_trade,0.12595484593428302,0.821,full,"[{""key"": ""location"", ""weight"": 2.0, ""strength"": 1.0, ""contribution"": 0.2857}, {""key"": ""reclaim"", ""weight"": 2.0, ""strength"": 0.5912, ""contribution"": 0.1689}, {""key"": ""discount"", ""weight"": 1.2, ""strength"": 0.6394, ""contribution"": 0.1096}, {""key"": ""session"", ""weight"": 0.8, ""strength"": 1.0, ""contribution"": 0.1143}, {""key"": ""htf_bias"", ""weight"": 1.0, ""strength"": 0.0, ""contribution"": 0.0}, {""key"": ""fuel"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""cleared"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.2}, {""key"": ""delta_flip"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""absorption"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}, {""key"": ""cohort"", ""note"": ""excluded: cohort unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}]"
M1,BTC,neutral,2026-05-01 13:15:05,4h_fvg_top,78319.1,short,78123.5,2026-05-01 13:15:00,78430.61433496418,77860.1,2026-05-01 13:35:00,78430.6,stop,-1.1532185756490374,0.9238,full,"[{""key"": ""location"", ""weight"": 2.0, ""strength"": 1.0, ""contribution"": 0.2857}, {""key"": ""reclaim"", ""weight"": 2.0, ""strength"": 1.0, ""contribution"": 0.2857}, {""key"": ""discount"", ""weight"": 1.2, ""strength"": 0.4537, ""contribution"": 0.0778}, {""key"": ""session"", ""weight"": 0.8, ""strength"": 1.0, ""contribution"": 0.1143}, {""key"": ""htf_bias"", ""weight"": 1.0, ""strength"": 0.0, ""contribution"": 0.0}, {""key"": ""fuel"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""cleared"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.2}, {""key"": ""delta_flip"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""absorption"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}, {""key"": ""cohort"", ""note"": ""excluded: cohort unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}]"
M1,BTC,neutral,2026-05-07 00:00:05,4h_ob_bottom,81333.3,long,81345.2,2026-05-07 00:05:00,81249.30466589553,81489.04300115671,2026-05-07 00:20:00,81249.3,stop,-1.5085610405444378,0.6218,half,"[{""key"": ""location"", ""weight"": 2.0, ""strength"": 1.0, ""contribution"": 0.2857}, {""key"": ""reclaim"", ""weight"": 2.0, ""strength"": 0.6603, ""contribution"": 0.1887}, {""key"": ""discount"", ""weight"": 1.2, ""strength"": 0.3213, ""contribution"": 0.0551}, {""key"": ""session"", ""weight"": 0.8, ""strength"": 0.3, ""contribution"": 0.0343}, {""key"": ""htf_bias"", ""weight"": 1.0, ""strength"": 1.0, ""contribution"": 0.1429}, {""key"": ""fuel"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""cleared"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.2}, {""key"": ""delta_flip"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""absorption"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}, {""key"": ""cohort"", ""note"": ""excluded: cohort unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}]"
M1,BTC,neutral,2026-05-12 11:15:05,equal_lows_1h,80527.75,long,80573.0,2026-05-12 11:15:00,80461.83222899832,80649.86,2026-05-12 11:20:00,80461.8,stop,-1.434712224261339,0.5842,half,"[{""key"": ""location"", ""weight"": 2.0, ""strength"": 0.8, ""contribution"": 0.2286}, {""key"": ""reclaim"", ""weight"": 2.0, ""strength"": 0.2879, ""contribution"": 0.0823}, {""key"": ""discount"", ""weight"": 1.2, ""strength"": 0.826, ""contribution"": 0.1416}, {""key"": ""session"", ""weight"": 0.8, ""strength"": 0.6, ""contribution"": 0.0686}, {""key"": ""htf_bias"", ""weight"": 1.0, ""strength"": 1.0, ""contribution"": 0.1429}, {""key"": ""fuel"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""cleared"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.2}, {""key"": ""delta_flip"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""absorption"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}, {""key"": ""cohort"", ""note"": ""excluded: cohort unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}]"
M1,BTC,neutral,2026-05-12 14:00:05,pdl,80394.0,long,80605.1,2026-05-12 14:00:00,80332.67444238023,80661.2,2026-05-12 14:20:00,80605.1,stop_be,-0.059652374480816624,0.7892,full,"[{""key"": ""location"", ""weight"": 2.0, ""strength"": 0.8, ""contribution"": 0.2286}, {""key"": ""reclaim"", ""weight"": 2.0, ""strength"": 0.5814, ""contribution"": 0.1661}, {""key"": ""discount"", ""weight"": 1.2, ""strength"": 0.9535, ""contribution"": 0.1635}, {""key"": ""session"", ""weight"": 0.8, ""strength"": 1.0, ""contribution"": 0.1143}, {""key"": ""htf_bias"", ""weight"": 1.0, ""strength"": 1.0, ""contribution"": 0.1429}, {""key"": ""fuel"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""cleared"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.2}, {""key"": ""delta_flip"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""absorption"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}, {""key"": ""cohort"", ""note"": ""excluded: cohort unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}]"
M1,BTC,neutral,2026-05-12 14:15:05,pdl,80394.0,long,,,,,,,"no_trade (trade #467 open at evaluation, its exit_ts 2026-05-12 14:20:00)",,0.6499,half,"[{""key"": ""location"", ""weight"": 2.0, ""strength"": 0.8, ""contribution"": 0.2286}, {""key"": ""reclaim"", ""weight"": 2.0, ""strength"": 0.8346, ""contribution"": 0.2385}, {""key"": ""discount"", ""weight"": 1.2, ""strength"": 0.6712, ""contribution"": 0.1151}, {""key"": ""session"", ""weight"": 0.8, ""strength"": 1.0, ""contribution"": 0.1143}, {""key"": ""htf_bias"", ""weight"": 1.0, ""strength"": 1.0, ""contribution"": 0.1429}, {""key"": ""fuel"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""cleared"", ""note"": ""excluded: oi unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.2}, {""key"": ""delta_flip"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.5}, {""key"": ""absorption"", ""note"": ""excluded: taker unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}, {""key"": ""cohort"", ""note"": ""excluded: cohort unavailable"", ""weight"": 0.0, ""excluded_weight"": 1.0}]"
